text_content,image_filename,user_age,past_flags,aggression,repetition,intent,language
Teray jaisay mar ker hi qoam ko nijat daitay hain..,none.jpg,0,0,1,0,0,roman_urdu
Allah Kare bahot saalo tak aap k retirement ki talks baseless he rahay.Allah aap ko kameyabi aur Izzat aata Kare.Ameen,none.jpg,0,0,1,0,0,roman_urdu
plzzzzzzzzzz lala retirement kabi bi nahi lena plzzzzzzzzzz pak team ko ap ki zarorat ha,none.jpg,0,0,1,0,0,roman_urdu
ala agar retired hogia to ham cricket nhy daikegy..,none.jpg,0,0,1,0,0,roman_urdu
ab to le hi lo bhai lol,none.jpg,0,0,0,0,0,roman_urdu
ap ko retire hona parega yahi performance rahi to team haar rahi ha batting captain wo hota ha Jo 9th wick tak khara rahe..,none.jpg,0,0,1,0,0,roman_urdu
Retirement lee lo sir fir wapas aa jana kyaa farak padta hai agar nai aane diya vapis toh udaa denaa..,none.jpg,0,0,1,0,0,roman_urdu
yessss Lala really iam tooo happy itna ka ap soch bhi nahi saktee,none.jpg,0,0,0,0,0,roman_urdu
please aap retirement na laina hamaine aap ki zarorat haiy.pory pakistan ko aap ki zarorat haiy.we love you,none.jpg,0,0,1,0,0,roman_urdu
abhi cricket ko zawal nhi anna:D,none.jpg,0,0,1,0,0,roman_urdu
Lala ge retirement lene ka khayal nikaal de,none.jpg,0,0,0,0,0,roman_urdu
ye qoum imran ko bhi paisay day rahi hai.hospital k liye aur wo juye amen aur malls banay men laga raha hai,none.jpg,0,0,1,0,0,roman_urdu
is say pehlay k log tumhen jootian mar k nikalen.. behtari isi men hai k team ki jan chor do.. paisy chahiye to batao ye,none.jpg,0,0,1,0,0,roman_urdu
itna gharoor mut karo gharoor ka sir neecha hota hai,none.jpg,0,0,1,0,0,roman_urdu
. 20 sal say nahusat phelai hui hai tum nay.. ab jan chor do.. laalchi admi..,none.jpg,0,0,1,0,0,roman_urdu
aisa cup toh aapki team ke liye finish hogaya. Ho jao retire warna fare well match bhi khel ne nahi milega.,none.jpg,0,0,1,0,0,roman_urdu
an Sep ko aaram no zarorat his ham pe Rahm karin,none.jpg,0,0,0,0,0,roman_urdu
lala ab to retirement le lena chahiye jo Asia cup me haal hua hai.,none.jpg,0,0,1,0,0,roman_urdu
har acha player apni game k peak point pay retirement leleta hy ta k us ki game ko dunia yad rakhay nah k galiyan nikalay,none.jpg,0,0,1,0,0,roman_urdu
chalo phr ab meri advice lelo or retire ho jao na or barbad kro team ko khelna to apko ata hi nhi you are a biggest looser,none.jpg,0,0,1,0,0,roman_urdu
Lala plzz @iamAhmadshahzad ko shamil karo plz wo zaror perform krege,none.jpg,0,0,0,0,0,roman_urdu
Shahid Bhai <3 plzzzz 2020 ka t20 WC khel kr retire hona or plzzz odi mein wapis a jaoo i am your die hard fan,none.jpg,0,0,1,0,0,roman_urdu
lala bday wish banti a mre plz lala de dein na :-( plzzzz em watng lala gggg,none.jpg,0,0,1,0,0,roman_urdu
Shahid Bahi And Javed Bahi Jab Tak Main Zinda Hon Psl T20 Main Mere Favourite Team,none.jpg,0,0,1,0,0,roman_urdu
shahid bhai plz Asia cup jeetwa do aur t20 wcup bhi ap to retirement le lo gay phir to koi nahi jetwa sakta,none.jpg,0,0,1,0,0,roman_urdu
Lala pls Sat ko India ko harana he.. All the very best 4 the Asia Cup.. Jeet ke ana !,none.jpg,0,0,0,0,0,roman_urdu
same here lala jo bhi jeetay jeetna to Pakistan ki team ne hi hy na islie me b dono team ko support krhi hu:),none.jpg,0,0,1,0,0,roman_urdu
lala aj haar gae khair ha par 27th ko ni haarna,none.jpg,0,0,0,0,0,roman_urdu
oh lala jeetey isb ya Quetta jeet hogi Pakistan ki hi ;) #PSL sari teams hi apni hen ;),none.jpg,0,0,1,0,0,roman_urdu
ek suggestion h aap k lie Asia cup aur t 20 w cup me aap opening kijye batting....its humble request. ..,none.jpg,0,0,1,0,0,roman_urdu
Shahid Bahi Ap Aur Javed Bahi Dono Mere Jan Ho Raat KO Mujy Boht Duhk Hoa Jab Mere Jan Mere Team Peshawar Zalmi Haari,none.jpg,0,0,1,0,0,roman_urdu
lala rυnѕ ѕe zada yaнan apĸι cнaмcнιa внoт нa,none.jpg,0,0,1,0,0,roman_urdu
Lala ap ne itne din se chat ni ki aise lag rha hai jise sal hu ga hai ap aj kar ly plzz,none.jpg,0,0,1,0,0,roman_urdu
OK lkin mene nhi ana mai q auu jb apki team hi nhi hogi:-(,none.jpg,0,0,1,0,0,roman_urdu
lala g tention niii leniii tum jeeto ya haaro hmy tum sy payar hai ku k maaoun (mothers) ny roz tery jesy peda niii karny,none.jpg,0,0,0,0,0,roman_urdu
mai ap ko dkh kr bht khush hti hn what a win green shirts well done Afridi 11 :-),none.jpg,0,0,1,0,0,roman_urdu
kayonkay tum aur tumaray poora khandan bayghirat hai tum in the ghatia player aur insan ho,none.jpg,0,0,1,0,0,roman_urdu
afridi sahb kuch chunalz ki sport hasil or k ap captain to bn skty ho ....mgr team ko jeetwa nahi skty,none.jpg,0,0,1,0,0,roman_urdu
Last Match main Junaid khan ko na Khelna hi tumhari haar ki wajah thi Abhi waqat hai Wc t20 main junaid ko in karo,none.jpg,0,0,1,0,0,roman_urdu
kashhhhh zalmi team final my Hota to bohat acha Hota.,none.jpg,0,0,1,0,0,roman_urdu
wahab plz 27 ko kholi ko bold kar k pavilion tak awazai lagana us k pechay plz dil khush hojayega our mujay pata hai ap kr skty h,none.jpg,0,0,1,0,0,roman_urdu
lala ap bhi tweet kar dy hum strong kar ne ka ly plzz,none.jpg,0,0,1,0,0,roman_urdu
Kya Bhaijaan U-19 World Cup main dikhayi nahi diye aap. Wahan se bhi retirement le li Kya ?,none.jpg,0,0,1,0,0,roman_urdu
yahoo kaha tha naa sammy ka over dein,none.jpg,0,0,0,0,0,roman_urdu
lala jani @darrensammy88 ka bhi over dijiye plz,none.jpg,0,0,0,0,0,roman_urdu
Ye Kaam Be Mai Btaon ? Hasna Tha Ya Rona Koi Kaam To Khud karlo!,none.jpg,0,0,1,0,0,roman_urdu
really lala Dubai is tym dunya ka sbse khoobsurat mulk lagraha tha:-),none.jpg,0,0,1,0,0,roman_urdu
lala Ahmed shehzad aaj kamal kardiya hai he will prefrom in WC 20T give him last chance,none.jpg,0,0,1,0,0,roman_urdu
"PSL tuk tuk dekhne nh Boundaries dekhne ate hen log, bowling pitch bana k ksne sazish?",none.jpg,0,0,1,0,0,roman_urdu
now pls for God sake merit pe team select krna Wt20 k lea. Apny tout selfie or akmal k alawa bh kuch Dekh lena. Jan chor ab,none.jpg,0,0,1,0,0,roman_urdu
Lala inhe bolo telecast hang hrhi he bowling krate hue. Maza nahi arha camera work ka,none.jpg,0,0,1,0,0,roman_urdu
great lala. Kl k match ka bht wait kr rhy,none.jpg,0,0,1,0,0,roman_urdu
"Shahid g bhi kher mubrk kar de hmko ,",none.jpg,0,0,1,0,0,roman_urdu
Aapke jane ke baad team ka bhala ho gaya .,none.jpg,0,0,1,0,0,roman_urdu
.aapko odi team me fir se dekhna chahte he plz....,none.jpg,0,0,0,0,0,roman_urdu
aapko bhi bht bht mubarak ho pak ki jeet lala jani :),none.jpg,0,0,1,0,0,roman_urdu
tu ajj twitter per kay say jaag gia :p,none.jpg,0,0,0,0,0,roman_urdu
bus jani soocha ajj sub ko danda do :),none.jpg,0,0,1,0,0,roman_urdu
"Lala replyy tu kardyaa karein ap mjhy reply hi nhi karte, ye phr aik fav hi dey dein please lala",none.jpg,0,0,1,0,0,roman_urdu
Lala Q/A session ka koi plan he.? Kab karengyy ? Batadein please,none.jpg,0,0,0,0,0,roman_urdu
Bohut miss Kar rahi hun PLzzzzz eltijah manay REPLY me,none.jpg,0,0,1,0,0,roman_urdu
Aj to team n dil khush kr dya,none.jpg,0,0,1,0,0,roman_urdu
Lala hm se bat tou kren... Chlen selfie share kr den phir,none.jpg,0,0,1,0,0,roman_urdu
Lala ap kb acrion me nazar arahy hain?,none.jpg,0,0,0,0,0,roman_urdu
Salam bhai dekhen bhai ap mere itne favourite hain mujhe itne ache lgte hain bhai plz reply me,none.jpg,0,0,1,0,0,roman_urdu
both are Pathans .. Akhir kab tak Pathans Pak ki izzat bachaty rahain gy kab tak dunya ma Pakistan ka naam roshan karain gay,none.jpg,0,0,1,0,0,roman_urdu
shahid bhai ap ka agla match kb hai west indies mai,none.jpg,0,0,0,0,0,roman_urdu
himmat kar key karachi k larkey ney bhi 100 kiyeh hain us ka bhi nam le len,none.jpg,0,0,1,0,0,roman_urdu
ok jee yh apka hi mamala ha ap jo bn na chahti ho ban jao mje koi itraz nh ha,none.jpg,0,0,1,0,0,roman_urdu
Shah Ji wo pls mujhe apko ye kehna tha k plsssssssssssssss apni crazy choti c fan,none.jpg,0,0,1,0,0,roman_urdu
mujhe to aik bar milga chuka,none.jpg,0,0,0,0,0,roman_urdu
Oh!! Tumhary id name ne mujhy shocked kr diya tha mainy ne smjha lala ka replyyy,none.jpg,0,0,1,0,0,roman_urdu
kapil kya cheez ha lala k aagy..ofcrs lala is real legnd,none.jpg,0,0,1,0,0,roman_urdu
Mjy to bht khush hu aik to pak jeta or dusra india har gya wawww bechare,none.jpg,0,0,0,0,0,roman_urdu
B00m B00m aj india har gyaaaa aur pak jeeeeeet gyaaaa aj bht bht dil khush hwa,none.jpg,0,0,1,0,0,roman_urdu
nahi na q k hum to hamesha ap ky sath hain hum kahen bhi ap ka pecha nahi chorty na.,none.jpg,0,0,1,0,0,roman_urdu
mera naam muskan apki fen hun me aap se yeh nahi kahoo gi aap mujhe riply karen bus aap humesha khush rakhe ameen,none.jpg,0,0,0,0,0,roman_urdu
shahid Bhai pak team ko abhi bhi aap ki or misbah ki zarurat hai,none.jpg,0,0,0,0,0,roman_urdu
lala tumhara bhi hona zaroori hai test team me,none.jpg,0,0,0,0,0,roman_urdu
khud bhi thori se test ki temperament bana lo lala...,none.jpg,0,0,0,0,0,roman_urdu
jab jeet pa ho imaan to haar nhi sakte pakitan,none.jpg,0,0,1,0,0,roman_urdu
lala ab app bhi seekh lo khailna please.,none.jpg,0,0,0,0,0,roman_urdu
lala:) ap k0 w0 k0ti bht s0ut kr ri the suchiii:),none.jpg,0,0,1,0,0,roman_urdu
bht bht bht bht bht mubarak lala.... Chaa gae ap aj <3,none.jpg,0,0,1,0,0,roman_urdu
Bahi @iamAhmadshahzad sa kuch Ikhtelafat chal rai ha kea??,none.jpg,0,0,1,0,0,roman_urdu
U kn0w lala mujy bht nend ari the but mujy yakeen tha ap tweet kryn gy s0 mein jag ri thi:),none.jpg,0,0,1,0,0,roman_urdu
apne app mein he sb se bari khushi hai k respected COAS khud cl kr k mubarak den.wo bhi raheel sharif sb.,none.jpg,0,0,1,0,0,roman_urdu
lala u r awsm nd team tiyaar krnii hu gii merii khawaish ha k ap ko bht acha sendoff milay likr @ImranKhanPTI bst ov luck,none.jpg,0,0,1,0,0,roman_urdu
aur shahid bhai i am biggggggggest hug fan plzzzz plzzzzzz one tweeet me INSHALLAH 2016 ka worldcup b jeetna hai INSHALLAH,none.jpg,0,0,1,0,0,roman_urdu
hmm ALLAH ka crore dfa suhker hai buht logo nay koshish ki thi kay pakistan main cricket na aye but ALLAH ka suhker hai,none.jpg,0,0,1,0,0,roman_urdu
hamare piyare Army chief ne hmesha hmare ghm ko banta hai aur hmari khushyu m khush hota h.,none.jpg,0,0,1,0,0,roman_urdu
ThePathanLad mhmd sami kyun khail rha hy??? Youngsters ko moqa daina chahiyay,none.jpg,0,0,0,0,0,roman_urdu
Hahah jo perform karay bas chahye young ho ya Buddha,none.jpg,0,0,0,0,0,roman_urdu
ThePathanLad sami perform ker rha hy? Kal ghalti say wckts liyy hain,none.jpg,0,0,1,0,0,roman_urdu
Shahid Bhai Sabki performance bohat achi thi Likin apka winning Shot Sab se ala tha :),none.jpg,0,0,1,0,0,roman_urdu
mery khayal mai aap cricket sirf lala k leya dekte ho...,none.jpg,0,0,0,0,0,roman_urdu
afridi ko khud a Jana chy match jaldi khtm ho Jana thank,none.jpg,0,0,0,0,0,roman_urdu
Mjy umeed h jb aap team me hgy gy to team zaroor jeety ga or esa he hua,none.jpg,0,0,1,0,0,roman_urdu
Paisay puray krdiye match k :P,none.jpg,0,0,0,0,0,roman_urdu
"batting to hoti nahi ab bowling b nh hoti 2 over me 20 run ,retire plz",none.jpg,0,0,1,0,0,roman_urdu
chor day es bechary ko kam se kam kaptaani tou hoti hai na .. dekh do match jetwa diye,none.jpg,0,0,0,0,0,roman_urdu
zim se istarah jeetna b harna hy bhai,none.jpg,0,0,1,0,0,roman_urdu
ham crowd ko b apko yu kareeb sy ja k dkhna bht acha lga:),none.jpg,0,0,1,0,0,roman_urdu
.plz achy bating krna....agar app jldy out ho jao to dill toot jta hh...,none.jpg,0,0,1,0,0,roman_urdu
bhaiya mai exam de k aa gae but meri eyes me abtk bht lain horahi ha..dua karn mai thik ho jaun eyes infection hua va ha,none.jpg,0,0,1,0,0,roman_urdu
ajj pora Pakistan kitna Khush hay ! Allah Hamari khushiyon ko nazar na Lagaye,none.jpg,0,0,1,0,0,roman_urdu
zahir he Lahori hain zinda-dil to hon ge hi na ;-),none.jpg,0,0,1,0,0,roman_urdu
apke lakho croron fans hngey lkn me daawey se keh rha hn k mj jesa koi fan b nai apka is leye plzzzz ik bar reply dey plllz,none.jpg,0,0,0,0,0,roman_urdu
Lala chaaa gye ap sab aj maza agya aur aj kuch alag hi maza tha match dekhne ka,none.jpg,0,0,1,0,0,roman_urdu
sabit hua k jeetnay k liye lala ki wining shot ka hna bht zruri hai.. :D,none.jpg,0,0,1,0,0,roman_urdu
english bardi aala hai.. ye kis ne likha ha,none.jpg,0,0,1,0,0,roman_urdu
Oye do number Khilari Khuda ka wasta hay peecha chor day team ka. You are the most overrated athlete EVER,none.jpg,0,0,1,0,0,roman_urdu
Lala 25 May ko mere Board Exams Start ho rahe h ..please Pray 4 me,none.jpg,0,0,0,0,0,roman_urdu
afridi aya chuka mara or matach jeet gaye crowd wants to say this nd finally we got this line after hitting ur winning shot,none.jpg,0,0,1,0,0,roman_urdu
aap jaisa captain ho team ka to har kisi ki perfomance achi ho jati he sara credit aap ko jana chayeai,none.jpg,0,0,1,0,0,roman_urdu
Janab Afridi Sahab apni perfmnce par bhi thora goor karian bowling tu jesy ap bhool hi gay hain.. bating ap ko phly he...,none.jpg,0,0,1,0,0,roman_urdu
Cha gaey aap,none.jpg,0,0,1,0,0,roman_urdu
lala .boht busy person hai salam ka ansr b nhi deita,none.jpg,0,0,1,0,0,roman_urdu
jab free honge reply krdnge,none.jpg,0,0,0,0,0,roman_urdu
nhi yara deita nhi reply .or tumhy toh wish kiya tha but muje nhi,none.jpg,0,0,1,0,0,roman_urdu
mashallah . lala ALLAH pak apko hamesha yohi kamyab karE or apki hImmAT day doosron ki help karne may ameen,none.jpg,0,0,1,0,0,roman_urdu
Kab se rah dekh rahe the,none.jpg,0,0,0,0,0,roman_urdu
Woh din kab aayaa ga jab mujhaa reply melay ga????,none.jpg,0,0,0,0,0,roman_urdu
lala app muj sa kab bt Kara ga ma to har roz tweet karti ho but app kabi left he nahi data,none.jpg,0,0,1,0,0,roman_urdu
lala g h r u lala kabi apni iss fan ko b rply da plzzzzzzzz,none.jpg,0,0,1,0,0,roman_urdu
Bhai ye naiki ka kaam media k samny lazmi karna tha,none.jpg,0,0,1,0,0,roman_urdu
Allah pak ajjr day ap ko is naik kam ka ;'),none.jpg,0,0,1,0,0,roman_urdu
"shahid bhai kaise ho? Plz ek bar to reply kr lo... 22saal meri umar hai,lkn kabhi ap se bt nhe hui ;-)",none.jpg,0,0,1,0,0,roman_urdu
great job lala...ap great player hne ke sath sath bohat achey insan bhi hain....lv u bro....u r awsm..'''!!!!,none.jpg,0,0,1,0,0,roman_urdu
jazakallah allah day ye qabolay ka,none.jpg,0,0,1,0,0,roman_urdu
"Or ek bar diya bi tha ,or aage bi denge ,to kya h celebrety h to",none.jpg,0,0,0,0,0,roman_urdu
vo bade magrur hote unhe hum jaise fan k koi parvah nahi hoti.,none.jpg,0,0,1,0,0,roman_urdu
"A re yar galt na soch wo bohat achha h , or magrur ni h wo sabko rip. dete h",none.jpg,0,0,1,0,0,roman_urdu
lagta he ashraf afridi se bat karni paregi.,none.jpg,0,0,0,0,0,roman_urdu
lala sab fanss ko reply karain plzz,none.jpg,0,0,0,0,0,roman_urdu
lala ap naraz han kia muj sy??:(:'(:-(,none.jpg,0,0,1,0,0,roman_urdu
lala kbhi koi favorite hi dey diya karen,none.jpg,0,0,1,0,0,roman_urdu
Lala g m apko​itne tweets kr ri hon ap buht bewafa ha Na Insafi kre hn mere sath plz krdn reply plz,none.jpg,0,0,1,0,0,roman_urdu
asalamualikum jinab kay aap aj kal jamat tableeg kay saath jatay ho..,none.jpg,0,0,1,0,0,roman_urdu
lala sab fanss ko reply karain plzz,none.jpg,0,0,1,0,0,roman_urdu
MashaaAllah Nazar Na Lagay Lalaa Ko :),none.jpg,0,0,1,0,0,roman_urdu
Chalay Ab achay se training kar ke araam se hm se baty karty karty rest karyega ;-),none.jpg,0,0,1,0,0,roman_urdu
Yep ap training qatam karay Hm thora parh leta hain:'p Phr Chat session Ok na?,none.jpg,0,0,0,0,0,roman_urdu
Lala seriously itna sb kaisey Manage kr Laitey hain aap!,none.jpg,0,0,0,0,0,roman_urdu
Aap se baat kari hai kisi ne? Har kisi ke maamle mey bolte ho,none.jpg,0,0,1,0,0,roman_urdu
o teri ... Afridi block kardia tum ko kheriyat baba asa kia kea tum ne afridi kay sath. Nice bandha hai afridi,none.jpg,0,0,1,0,0,roman_urdu
Ahan abhi fone kar kay pata kar leta hu main masla koi nahi yeh tau,none.jpg,0,0,1,0,0,roman_urdu
main tau gareeb admi hu yar mere pas kahan se uska number aya,none.jpg,0,0,1,0,0,roman_urdu
Qassabi shoro karo. Apko cricket kailna nai atha.,none.jpg,0,0,1,0,0,roman_urdu
Paisa Ikatha karo Shahid Bhai Bas. Training halki phulki kar liya karo gher pey hi. Iska cricket main to koi faida hey nahi,none.jpg,0,0,1,0,0,roman_urdu
humen bhi lift kra den kbi?? Bht arsa hua apny kbi reply ni kia ab,none.jpg,0,0,1,0,0,roman_urdu
plz mujh ko reply kro sirf larki nia he tumhare fanz mia.larke b he.g,none.jpg,0,0,1,0,0,roman_urdu
oee Lala tu abi Jawan hai... Niceeee Lala,none.jpg,0,0,1,0,0,roman_urdu
Assalam o alaikum bhai plz aj mjhe ek tweet kr dain plz plz plz,none.jpg,0,0,1,0,0,roman_urdu
Assalam o Alaikum Dhahid Bhi jaani ke haal chal h n what's. Going. On,none.jpg,0,0,1,0,0,roman_urdu
lala plzz Allah k wastha aapko... Favt kr do...plzz or ek reply krdo..,none.jpg,0,0,1,0,0,roman_urdu
"Abb kya faida ,WC tu jeet nhn sakey ,,,poor performance app aur kaye dosrey khilarioon ke",none.jpg,0,0,1,0,0,roman_urdu
.sara din kaam krne k baad in Gym..wow..Salam bro,none.jpg,0,0,1,0,0,roman_urdu
Mere czn Misbah ke bht bare fan ha wo DM pa bat kar chuke hai Misbah ne use apne sec ka no be dya ta or bad ma apna be dya ta,none.jpg,0,0,1,0,0,roman_urdu
Hmmm! Khi ajao un ke ghar chalte hn 7 ma,none.jpg,0,0,0,0,0,roman_urdu
"Mujhay Asal mein Milna hai, Sachi Wala... Mein Karachi nhe Asakti..😞",none.jpg,0,0,1,0,0,roman_urdu
Ohh ! Lala ne to mjhe kaha be ta OK come par kabhi jana ni huaa,none.jpg,0,0,1,0,0,roman_urdu
"Ma'am kahe rahi hai quit nahi karna, tu nahi Karna..",none.jpg,0,0,1,0,0,roman_urdu
aaj shoaib Bhai ka koi tweet nahi,none.jpg,0,0,1,0,0,roman_urdu
hmmm misbah ka ho skta he but agr lala apne account se unhe tag kr rhe hain then may be official e ho,none.jpg,0,0,0,0,0,roman_urdu
pagal ne fake misbah ki id ko add kar dia,none.jpg,0,0,1,0,0,roman_urdu
hahaha LALA pey soch o nako war ghraz ye walo bas :P,none.jpg,0,0,0,0,0,roman_urdu
"Tnkew Lala Apke Is Tweet Se Ik Bat to Hmko Pta Chali k.... ""Misbah Bhai ka B Twitter Acc Hai. :D",none.jpg,0,0,0,0,0,roman_urdu
Lala yh Misbah bhai ka real account nh.. :,none.jpg,0,0,1,0,0,roman_urdu
salam lalaa kaise hain ap,none.jpg,0,0,1,0,0,roman_urdu
..LALA retirment wapis lailo plz Pak Team ap awr Misbah k ilawa koie nhe hai yar plz hm ap k baghair Mach dak nhe skte,none.jpg,0,0,1,0,0,roman_urdu
u great player ho pak team k nd hmsha rho gy,none.jpg,0,0,1,0,0,roman_urdu
shahid bhai ap se ye expectation nae thi k ap darhi topi ka mazak urahye ge. Wo har hal ma hum se ache hai...,none.jpg,0,0,0,0,0,roman_urdu
lala ye pic dekhoo kitni zbrdast hai,none.jpg,0,0,1,0,0,roman_urdu
Bhai aap kyun aisa khelte ho crucial times pe ? 150-5 in 31 overs and u are out..,none.jpg,0,0,1,0,0,roman_urdu
Lala jaani kaisse ho ik Fav hi de do ;),none.jpg,0,0,1,0,0,roman_urdu
ODI ko chor k ja rahe hn main ODI nhn dekhungi ab plzzz T20 kabi mat choriyega warna WO b nhn dekhungi :(((,none.jpg,0,0,1,0,0,roman_urdu
Shahid Bhai plzz ap t20 world cup 2016 k liye team tyar kr k jaty hoye pak ko 1 khobsorat tohfa de dain,none.jpg,0,0,1,0,0,roman_urdu
jardast lala bhai....reply to banta hai...!,none.jpg,0,0,1,0,0,roman_urdu
kash aj aus ki jaga pak team hti,none.jpg,0,0,0,0,0,roman_urdu
kash ye kash na hota bech main,none.jpg,0,0,1,0,0,roman_urdu
lekin ap logon ko kbi sharam nhi ani,none.jpg,0,0,1,0,0,roman_urdu
salam lala jaannnnnnnn kaise hai app ??,none.jpg,0,0,1,0,0,roman_urdu
Lala aapne last Rply 22 August ko diya tha,none.jpg,0,0,0,0,0,roman_urdu
lala app kch ni kar saky da wale,none.jpg,0,0,1,0,0,roman_urdu
Ab apko t20 Jeetna h or opning ana h,none.jpg,0,0,1,0,0,roman_urdu
bhai aap Apna retirement ka faisla wapis lo,none.jpg,0,0,0,0,0,roman_urdu
wo sb teek hai bt ap kb ek chat sesion k liye aaen ge?,none.jpg,0,0,1,0,0,roman_urdu
lala g notifications bhe check kr lain fans r dieing for chat session....plz kr lain na chat session :(,none.jpg,0,0,1,0,0,roman_urdu
shukar hai log twitter py tu aae...love u,none.jpg,0,0,1,0,0,roman_urdu
Laala kitni Roomali roti banayi ?,none.jpg,0,0,0,0,0,roman_urdu
lala apki bhi esi ending chahty thy jesy clarke ki huwi hai,none.jpg,0,0,0,0,0,roman_urdu
next year we r hosting T20..Mezbaani mai hum bhi kam nai hain sir. aaye INDIA,none.jpg,0,0,1,0,0,roman_urdu
pTaa nii hUm kb aisi celebration kren gay :'( :'(,none.jpg,0,0,1,0,0,roman_urdu
"koi congrats nhi in aussies ko, ye to hain he cheater",none.jpg,0,0,1,0,0,roman_urdu
abhi na jao chhod k dil abhi bhra nahi,none.jpg,0,0,1,0,0,roman_urdu
Hr kaam me muaavza talash nhi krtay Rao Sahib,none.jpg,0,0,1,0,0,roman_urdu
App nay koshish pori ki thi k aisa na ho,none.jpg,0,0,1,0,0,roman_urdu
chal hatt bekar ar bdnyaat insan .jan bouj k prfm ni kia wc mn,none.jpg,0,0,1,0,0,roman_urdu
"oh bhai is ki okaat hi nehe he perfoam kerne ki against good team jaan booj ker kia kerre ga,",none.jpg,0,0,1,0,0,roman_urdu
haider bhai dimagh to kam ha hi us k sath ye jaan k bi perform nai kar raha kuch salon se,none.jpg,0,0,1,0,0,roman_urdu
kia reason ho sakti he perfoam@na kerne ke?,none.jpg,0,0,1,0,0,roman_urdu
plzzx apni 400 wickets puri kr k retire hona plzzzz its a request Lala g..,none.jpg,0,0,1,0,0,roman_urdu
Maf Kerdo Afridi Last 17 year say awam ko Fool Bana Howa tha aabh kabee Cricket mai Wapas mat aana,none.jpg,0,0,1,0,0,roman_urdu
"v gonna miss this line so much,Abhi misbah hy wo ayega or team ko lekr chalega ,Afridi abhi baki hy wo kuch b karskta hy:(",none.jpg,0,0,1,0,0,roman_urdu
mjy bhht buraaa lg ra log apkoo buraa bhlaa keh ry en plzzzzz n jaoo apnii izat fam vaps lao fr jao plzzzzzz ;-( plzzz;-(,none.jpg,0,0,1,0,0,roman_urdu
"yes bhaiya u r rite! Misbah, but apoko bgi credit jata ha",none.jpg,0,0,1,0,0,roman_urdu
"shut up! Mu acha na hoto baat nahi karni chahye,",none.jpg,0,0,1,0,0,roman_urdu
abi 400 selfie puri nai huin plz stay,none.jpg,0,0,1,0,0,roman_urdu
yar apki batting ko kia hogaya he,none.jpg,0,0,1,0,0,roman_urdu
aur wo bi sirf islye k isko captaincy se kyon hataya aur hamari masoom awaam ko kuch pata hi nahi..,none.jpg,0,0,1,0,0,roman_urdu
plz ap end krdo crikaet se plz ap ki marbani ho gy,none.jpg,0,0,1,0,0,roman_urdu
plz lala wapas a jao odi cricket me plz plz,none.jpg,0,0,0,0,0,roman_urdu
lala plz retirement ka faisla wapis ly lyn..hm match kesy dykhyn gy ap k bgyr:(:(,none.jpg,0,0,1,0,0,roman_urdu
Sab ne apni apni koshish ki lala... But jo Allah ko Manzoor wohi hua...,none.jpg,0,0,1,0,0,roman_urdu
love you lala you are my greatest cricket hero or apki jagha koi nahi ly sakta,none.jpg,0,0,1,0,0,roman_urdu
Lala ap jca player nai mil skta hai ap ki alag hi baat hai,none.jpg,0,0,1,0,0,roman_urdu
3haar jeet dosent matter duniya hai hota hai chalta hai:),none.jpg,0,0,0,0,0,roman_urdu
lala great ap bhuat great ho bhai ja,none.jpg,0,0,1,0,0,roman_urdu
yar wo lala ne thanks Nigga bol diya tha galti se Mark Nicholas ko :p saray shugal lga rhy thy to ye tweet ki ab inho ne,none.jpg,0,0,1,0,0,roman_urdu
World cup lay kr ana hai.. In'sha'Allah :),none.jpg,0,0,1,0,0,roman_urdu
beta kehna kya chah rahay ho?,none.jpg,0,0,0,0,0,roman_urdu
haha phr b mje Favourite's nhe milay :(,none.jpg,0,0,1,0,0,roman_urdu
koi BT nhe Dear Next Tym hum dono ko Milaay Gay Favs nd Also follow Back :)),none.jpg,0,0,1,0,0,roman_urdu
inshaAllah Fav mile ga Follow back nhe dety Lala n mujhy wase Lala sy fav bhi mila hai n repky bhi phelay,none.jpg,0,0,0,0,0,roman_urdu
I know Lalaa Follow back nhe kertay lekin mje pura yakeen hai mje followBack milay ga lala se :),none.jpg,0,0,0,0,0,roman_urdu
Phir. mujhy bhi mile ga Na yr Dono Ko,none.jpg,0,0,0,0,0,roman_urdu
O bhaiya g na karyn explain! Chalta ha..ma nigga,none.jpg,0,0,1,0,0,roman_urdu
nigga mnz nthg! Jst bhaiya ko sound yhi hua & he say it! Actually it ws mark nicholas jisko ma nigga boldia,none.jpg,0,0,0,0,0,roman_urdu
"Bhai, kum se kum sasti wali afeem toh na kiya karo.",none.jpg,0,0,1,0,0,roman_urdu
finally ap ka tweet dakha after many many..... many days:-),none.jpg,0,0,0,0,0,roman_urdu
Per shukar itne arse baad tweet tou kiya :(,none.jpg,0,0,1,0,0,roman_urdu
wese muje bhi samjh nhi aayi :),none.jpg,0,0,1,0,0,roman_urdu
kuch nhi lala ki yaad arhi hy bht ziada :(,none.jpg,0,0,1,0,0,roman_urdu
aisa mat bolo:( abhi to worldcup chal raha hy na islie nhi arhey jb pak ayenge to zaror onn ayenge lala:),none.jpg,0,0,1,0,0,roman_urdu
Afridi ko kch na kaha krain plz :),none.jpg,0,0,1,0,0,roman_urdu
Kya kehna chah rahe hain shahid bhai ? Kuch samjh nahe aya :p,none.jpg,0,0,1,0,0,roman_urdu
